tech_id,platform,id,description
T1106,"['Windows', 'macOS', 'Linux']",relationship--0229d70b-03ef-4744-aa06-348dd4bcbd10,[Cyclops Blink](https://attack.mitre.org/software/S0687) can use various Linux API functions including those for execution and discovery.(Citation: NCSC Cyclops Blink February 2022)
T1033,"['Linux', 'macOS', 'Windows', 'Network']",relationship--022ba33a-16f4-40de-b0b2-4961870aa0c9,[DRATzarus](https://attack.mitre.org/software/S0694) can obtain a list of users from an infected machine.(Citation: ClearSky Lazarus Aug 2020)
T1070.004,"['Linux', 'macOS', 'Windows']",relationship--022d2514-26de-457f-8fb4-c5daf36eaef9,[ProLock](https://attack.mitre.org/software/S0654) can remove files containing its payload after they are executed.(Citation: Group IB Ransomware September 2020)
T1056.001,"['Windows', 'macOS', 'Linux', 'Network']",relationship--023ff141-8ed7-4132-85a0-494fe075236b,[Magic Hound](https://attack.mitre.org/groups/G0059) malware is capable of keylogging.(Citation: Unit 42 Magic Hound Feb 2017)
T1573.001,"['Linux', 'Windows', 'macOS']",relationship--0245022b-05ac-4d66-ae9f-e4c2f604c07a,[Dridex](https://attack.mitre.org/software/S0384) has encrypted traffic with RC4.(Citation: Kaspersky Dridex May 2017)
T1555.004,['Windows'],relationship--024593ae-03a1-4ffa-a5fc-fc2fe43e6ebf,[OilRig](https://attack.mitre.org/groups/G0049) has used credential dumping tool named VALUEVAULT to steal credentials from the Windows Credential Manager.(Citation: FireEye APT34 July 2019)
T1486,"['Linux', 'macOS', 'Windows', 'IaaS']",relationship--0252fc3f-1bf0-433f-b619-b874137f84f3,[Bad Rabbit](https://attack.mitre.org/software/S0606) has encrypted files and disks using AES-128-CBC and RSA-2048.(Citation: Secure List Bad Rabbit)
T1558.003,['Windows'],relationship--0253908e-87d0-4804-994c-2ab58c3d3111,[Rubeus](https://attack.mitre.org/software/S1071) can use the `KerberosRequestorSecurityToken.GetRequest` method to request kerberoastable service tickets.(Citation: GitHub Rubeus March 2023)
T1490,"['Windows', 'macOS', 'Linux', 'Network', 'IaaS', 'Containers']",relationship--0260e86a-488e-4307-a467-2ccabf430212,[Black Basta](https://attack.mitre.org/software/S1070) can delete shadow copies using vssadmin.exe.(Citation: Minerva Labs Black Basta May 2022)(Citation: Cyble Black Basta May 2022)(Citation: Trend Micro Black Basta May 2022)(Citation: Avertium Black Basta June 2022)(Citation: NCC Group Black Basta June 2022)(Citation: Deep Instinct Black Basta August 2022)(Citation: Palo Alto Networks Black Basta August 2022)(Citation: Trend Micro Black Basta Spotlight September 2022)(Citation: Trend Micro Black Basta Spotlight September 2022)(Citation: Check Point Black Basta October 2022)
T1071.001,"['Linux', 'macOS', 'Windows']",relationship--02642f69-af18-42ba-a07e-ea44d3a311ea,[Vasport](https://attack.mitre.org/software/S0207) creates a backdoor by making a connection using a HTTP POST.(Citation: Symantec Vasport May 2012)
T1140,"['Windows', 'Linux', 'macOS']",relationship--026a63ae-dd3d-4ea6-8a32-c40c9b37b893,[ZeroT](https://attack.mitre.org/software/S0230) shellcode decrypts and decompresses its RC4-encrypted payload.(Citation: Proofpoint ZeroT Feb 2017)
T1140,"['Windows', 'Linux', 'macOS']",relationship--026d4fb6-4683-4e64-a69c-82e39dd11b23,[AppleJeus](https://attack.mitre.org/software/S0584) has decoded files received from a C2.(Citation: CISA AppleJeus Feb 2021)
T1588.006,['PRE'],relationship--02804eca-a840-4ffe-8abd-60705d3456e4,"In 2017, [Sandworm Team](https://attack.mitre.org/groups/G0034) conducted technical research related to vulnerabilities associated with websites used by the Korean Sport and Olympic Committee, a Korean power company, and a Korean airport.(Citation: US District Court Indictment GRU Unit 74455 October 2020)"
T1585.002,['PRE'],relationship--02838a73-1e42-4fda-a27b-044d14f303d9,"During [Operation Honeybee](https://attack.mitre.org/campaigns/C0006), attackers created email addresses to register for a free account for a control server used for the implants.(Citation: McAfee Honeybee) "
T1071.001,"['Linux', 'macOS', 'Windows']",relationship--029a75f4-62a8-4c9e-bdf2-ea2d8aed8900,[Drovorub](https://attack.mitre.org/software/S0502) can use the WebSocket protocol and has initiated communication with C2 servers with an HTTP Upgrade request.(Citation: NSA/FBI Drovorub August 2020)
T1566.001,"['macOS', 'Windows', 'Linux']",relationship--029bdc73-5054-45eb-b9d0-e4281f69d85a,"[Cobalt Group](https://attack.mitre.org/groups/G0080) has sent spearphishing emails with various attachment types to corporate and personal email accounts of victim organizations. Attachment types have included .rtf, .doc, .xls, archives containing LNK files, and password protected archives containing .exe and .scr executables.(Citation: Talos Cobalt Group July 2018)(Citation: PTSecurity Cobalt Group Aug 2017)(Citation: PTSecurity Cobalt Dec 2016)(Citation: Group IB Cobalt Aug 2017)(Citation: Proofpoint Cobalt June 2017)(Citation: RiskIQ Cobalt Nov 2017)(Citation: Unit 42 Cobalt Gang Oct 2018)(Citation: TrendMicro Cobalt Group Nov 2017)"
T1059.005,"['Windows', 'macOS', 'Linux']",relationship--029ee791-c82b-43b4-8107-e3c0dfcfe3f4,"During the [2016 Ukraine Electric Power Attack](https://attack.mitre.org/campaigns/C0025), [Sandworm Team](https://attack.mitre.org/groups/G0034) created VBScripts to run on an SSH server.(Citation: Dragos Crashoverride 2018)"
T1003.001,['Windows'],relationship--02a05d88-504c-4b79-bc55-1174b02e62c2,"During [Operation Wocao](https://attack.mitre.org/campaigns/C0014), threat actors used ProcDump to dump credentials from memory.(Citation: FoxIT Wocao December 2019)"
T1082,"['Windows', 'IaaS', 'Linux', 'macOS', 'Network']",relationship--02a1f8ce-390e-46e4-b945-9cd61c593f9f,[Bumblebee](https://attack.mitre.org/software/S1039) can enumerate the OS version and domain on a targeted system.(Citation: Google EXOTIC LILY March 2022)(Citation: Proofpoint Bumblebee April 2022)(Citation: Symantec Bumblebee June 2022)
T1016,"['Linux', 'macOS', 'Windows', 'Network']",relationship--02a353b7-7b15-4068-82eb-7385c1684021,"[Stuxnet](https://attack.mitre.org/software/S0603) collects the IP address of a compromised system.(Citation: Nicolas Falliere, Liam O Murchu, Eric Chien February 2011)"
T1497,"['Windows', 'macOS', 'Linux']",relationship--02a35538-7a82-4b30-94ac-e943c19acfe4,[StoneDrill](https://attack.mitre.org/software/S0380) has used several anti-emulation techniques to prevent automated analysis by emulators or sandboxes.(Citation: Kaspersky StoneDrill 2017)	
T1547.001,['Windows'],relationship--02a629d3-b970-43e8-a11b-79f35107a4c0,[Pisloader](https://attack.mitre.org/software/S0124) establishes persistence via a Registry Run key.(Citation: Palo Alto DNS Requests)
T1550.003,['Windows'],relationship--02a7ea5c-695c-4932-9160-6e0441789670,Some [SeaDuke](https://attack.mitre.org/software/S0053) samples have a module to use pass the ticket with Kerberos for authentication.(Citation: Symantec Seaduke 2015)
T1566.001,"['macOS', 'Windows', 'Linux']",relationship--02a8db04-60e6-437c-8f1a-12aff6a13c63,[KOCTOPUS](https://attack.mitre.org/software/S0669) has been distributed via spearphishing emails with malicious attachments.(Citation: MalwareBytes LazyScripter Feb 2021)
T1543.003,['Windows'],relationship--02af155a-ed26-4807-99c5-f88477a6e143,[Industroyer](https://attack.mitre.org/software/S0604) can use an arbitrary system service to load at system boot for persistence and replaces the ImagePath registry value of a Windows service with a new backdoor binary.(Citation: Dragos Crashoverride 2017) 
T1070.004,"['Linux', 'macOS', 'Windows']",relationship--02bd0dd0-85cb-439c-a984-973bed485f8e,[Aquatic Panda](https://attack.mitre.org/groups/G0143) has deleted malicious executables from compromised machines.(Citation: CrowdStrike AQUATIC PANDA December 2021)
T1542.003,"['Linux', 'Windows']",relationship--02c3d977-d797-4105-9535-11682d4896e9,[Carberp](https://attack.mitre.org/software/S0484) has installed a bootkit on the system to maintain persistence.(Citation: ESET Carberp March 2012)
T1592.004,['PRE'],relationship--02c3ea88-c33c-47d8-a34a-532ed5498a3d,[HAFNIUM](https://attack.mitre.org/groups/G0125) has interacted with Office 365 tenants to gather details regarding target's environments.(Citation: Microsoft HAFNIUM March 2020)
T1486,"['Linux', 'macOS', 'Windows', 'IaaS']",relationship--02c4488b-6041-4222-9363-18a63ce3b835,"[ThiefQuest](https://attack.mitre.org/software/S0595) encrypts a set of file extensions on a host, deletes the original files, and provides a ransom note with no contact information.(Citation: wardle evilquest partii)"
T1087.003,"['Windows', 'Office 365', 'Google Workspace']",relationship--02c88228-8275-42a7-9c3a-d5393556bceb,[TA505](https://attack.mitre.org/groups/G0092) has used the tool EmailStealer to steal and send lists of e-mail addresses to a remote server.(Citation: Trend Micro TA505 June 2019)
T1105,"['Linux', 'macOS', 'Windows']",relationship--02c8a28f-c188-47a9-ab93-d9abb862abab,"[DarkTortilla](https://attack.mitre.org/software/S1066) can download additional packages for keylogging, cryptocurrency mining, and other capabilities; it can also retrieve malicious payloads such as [Agent Tesla](https://attack.mitre.org/software/S0331), AsyncRat, [NanoCore](https://attack.mitre.org/software/S0336), RedLine, [Cobalt Strike](https://attack.mitre.org/software/S0154), and Metasploit.(Citation: Secureworks DarkTortilla Aug 2022)"
T1046,"['Windows', 'IaaS', 'Linux', 'macOS', 'Containers', 'Network']",relationship--02caaeff-7429-444f-bac2-498fe3a73cfd,[APT39](https://attack.mitre.org/groups/G0087) has used [CrackMapExec](https://attack.mitre.org/software/S0488) and a custom port scanner known as BLUETORCH for network scanning.(Citation: FireEye APT39 Jan 2019)(Citation: BitDefender Chafer May 2020)
T1566.002,"['Linux', 'macOS', 'Windows', 'Office 365', 'SaaS', 'Google Workspace']",relationship--02d478b7-c728-4b43-b599-84bd75c3546e,[MuddyWater](https://attack.mitre.org/groups/G0069) has sent targeted spearphishing e-mails with malicious links.(Citation: Anomali Static Kitten February 2021)(Citation: Trend Micro Muddy Water March 2021)
T1129,"['Windows', 'macOS', 'Linux']",relationship--02d4ee3d-adb9-49fc-8e91-3379c508692b,[gh0st RAT](https://attack.mitre.org/software/S0032) can load DLLs into memory.(Citation: Gh0stRAT ATT March 2019)
T1543.001,['macOS'],relationship--02e0a0a6-2b51-4266-ba4e-1af344f20f62,[Calisto](https://attack.mitre.org/software/S0274) adds a .plist file to the /Library/LaunchAgents folder to maintain persistence.(Citation: Securelist Calisto July 2018)
T1486,"['Linux', 'macOS', 'Windows', 'IaaS']",relationship--02e23a00-846a-4b86-9146-4a7354c23667,[APT38](https://attack.mitre.org/groups/G0082) has used Hermes ransomware to encrypt files with AES256.(Citation: FireEye APT38 Oct 2018)
T1055.004,['Windows'],relationship--02e3008d-1b2b-4824-b715-d6d8335cc4b2,"[TURNEDUP](https://attack.mitre.org/software/S0199) is capable of injecting code into the APC queue of a created [Rundll32](https://attack.mitre.org/techniques/T1218/011) process as part of an ""Early Bird injection.""(Citation: CyberBit Early Bird Apr 2018)"
T1090.003,"['Linux', 'macOS', 'Windows', 'Network']",relationship--02e4c930-ffc1-4bcb-a989-12db90671f90,[Keydnap](https://attack.mitre.org/software/S0276) uses a copy of tor2web proxy for HTTPS communications.(Citation: synack 2016 review)
T1027,"['Linux', 'macOS', 'Windows']",relationship--02eba953-12a6-434a-bc67-2337864cf560,[Kessel](https://attack.mitre.org/software/S0487)'s configuration is hardcoded and RC4 encrypted within the binary.(Citation: ESET ForSSHe December 2018)
T1059.006,"['Linux', 'Windows', 'macOS']",relationship--02f18eff-faf1-421b-a0e9-e9852833bb04,[IronNetInjector](https://attack.mitre.org/software/S0581) can use IronPython scripts to load payloads with the help of a .NET injector.(Citation: Unit 42 IronNetInjector February 2021 )
T1189,"['Windows', 'Linux', 'macOS', 'SaaS']",relationship--02fa0350-978f-4b61-b004-82380e70beee,"[Transparent Tribe](https://attack.mitre.org/groups/G0134) has used websites with malicious hyperlinks and iframes to infect targeted victims with [Crimson](https://attack.mitre.org/software/S0115), [njRAT](https://attack.mitre.org/software/S0385), and other malicious tools.(Citation: Proofpoint Operation Transparent Tribe March 2016)(Citation: Unit 42 ProjectM March 2016)(Citation: Talos Transparent Tribe May 2021)"
T1140,"['Windows', 'Linux', 'macOS']",relationship--0303acd0-64a4-4e40-b8e3-29e1c43694d2,[Action RAT](https://attack.mitre.org/software/S1028) can use Base64 to decode actor-controlled C2 server communications.(Citation: MalwareBytes SideCopy Dec 2021)
T1566.001,"['macOS', 'Windows', 'Linux']",relationship--030638ac-8aee-4c3d-9f2a-c6037ab2f5b9,"[Ember Bear](https://attack.mitre.org/groups/G1003) has sent spearphishing emails containing malicious attachments in the form of PDFs, Word documents, JavaScript files, and Control Panel File (CPL) executables.(Citation: Palo Alto Unit 42 OutSteel SaintBot February 2022 ) "
T1012,['Windows'],relationship--03070395-3b76-4351-a3bd-0d9eaaa6652c,[Sibot](https://attack.mitre.org/software/S0589) has queried the registry for proxy server information.(Citation: MSTIC NOBELIUM Mar 2021)
T1547.001,['Windows'],relationship--030958f2-615b-4c80-a1ec-38ed335da413,[EvilBunny](https://attack.mitre.org/software/S0396) has created Registry keys for persistence in <code>[HKLM|HKCU]\…\CurrentVersion\Run</code>.(Citation: Cyphort EvilBunny Dec 2014)	
T1557.001,['Windows'],relationship--0318431e-ad44-44c7-97be-686d4efe79f4,[Impacket](https://attack.mitre.org/software/S0357) modules like ntlmrelayx and smbrelayx can be used in conjunction with [Network Sniffing](https://attack.mitre.org/techniques/T1040) and [LLMNR/NBT-NS Poisoning and SMB Relay](https://attack.mitre.org/techniques/T1557/001) to gather NetNTLM credentials for [Brute Force](https://attack.mitre.org/techniques/T1110) or relay attacks that can gain code execution.(Citation: Impacket Tools)
T1622,"['Windows', 'Linux', 'macOS']",relationship--0324f691-2708-4272-86a5-e0cb40aeba9e,[AsyncRAT](https://attack.mitre.org/software/S1087) can use the `CheckRemoteDebuggerPresent` function to detect the presence of a debugger.(Citation: Telefonica Snip3 December 2021)
T1033,"['Linux', 'macOS', 'Windows', 'Network']",relationship--03251067-ee3a-49e4-addc-86daaa8a3203,[TrickBot](https://attack.mitre.org/software/S0266) can identify the user and groups the user belongs to on a compromised host.(Citation: Cyberreason Anchor December 2019)
T1053.005,['Windows'],relationship--0327e5d8-877c-4efe-bedc-9807279d74dc,[JSS Loader](https://attack.mitre.org/software/S0648) has the ability to launch scheduled tasks to establish persistence.(Citation: CrowdStrike Carbon Spider August 2021)
T1059.003,['Windows'],relationship--032981a6-3299-4852-bd9c-c691f866bec5,[Lazarus Group](https://attack.mitre.org/groups/G0032) malware uses cmd.exe to execute commands on a compromised host.(Citation: Novetta Blockbuster)(Citation: Novetta Blockbuster Destructive Malware)(Citation: McAfee Lazarus Resurfaces Feb 2018)(Citation: US-CERT SHARPKNOT June 2018)(Citation: Qualys LolZarus) A Destover-like variant used by [Lazarus Group](https://attack.mitre.org/groups/G0032) uses a batch file mechanism to delete its binaries from the system.(Citation: McAfee GhostSecret)
T1140,"['Windows', 'Linux', 'macOS']",relationship--03303147-db81-4cb3-9368-98ee4f963c1a,[BRONZE BUTLER](https://attack.mitre.org/groups/G0060) downloads encoded payloads and decodes them on the victim.(Citation: Secureworks BRONZE BUTLER Oct 2017)
T1041,"['Linux', 'macOS', 'Windows']",relationship--03341b9d-6848-4430-a868-b2bc61b357ba,[MechaFlounder](https://attack.mitre.org/software/S0459) has the ability to send the compromised user's account name and hostname within a URL to C2.(Citation: Unit 42 MechaFlounder March 2019)
T1573.001,"['Linux', 'Windows', 'macOS']",relationship--0335dd7e-1f5e-4068-b680-197de6c0af68,[SMOKEDHAM](https://attack.mitre.org/software/S0649) has encrypted its C2 traffic with RC4.(Citation: FireEye SMOKEDHAM June 2021)
T1102.002,"['Linux', 'macOS', 'Windows']",relationship--033a5e59-ab65-485b-a9c0-775977e8abd0,[PowerStallion](https://attack.mitre.org/software/S0393) uses Microsoft OneDrive as a C2 server via a network drive mapped with <code>net use</code>.(Citation: ESET Turla PowerShell May 2019)
